cm.DESPC,cm.DESSC,cm.DESWC,cm.DESPL,cm.DESPLd,cm.DESSL,cm.DESSLd,cm.DESWLsy,cm.DESWLsyd,cm.DESWLlt,cm.DESWLltd,cm.CRFNO1,cm.CRFAO1,cm.CRFSO1,cm.CRFNOa,cm.CRFAOa,cm.CRFSOa,cm.CRFCWO1,cm.CRFCWO1d,cm.CRFCWOa,cm.CRFCWOad,cm.CRFANP1,cm.CRFANPa,cm.LSASS1,cm.LSASS1d,cm.LSASSp,cm.LSASSpd,cm.LSAPP1,cm.LSAPP1d,cm.LSAGN,cm.LSAGNd,cm.LDTTRc,cm.LDTTRa,cm.LDMTLDa,cm.LDVOCDa,cm.CNCAll,cm.CNCCaus,cm.CNCLogic,cm.CNCADC,cm.CNCTemp,cm.CNCAdd,cm.CNCPos,cm.CNCNeg,cm.CNCAlter,cm.CNCConclu,cm.CNCExpli,cm.CNCConce,cm.CNCCondi,cm.CNCConfor,cm.CNCFinal,cm.CNCProp,cm.CNCComp,cm.CNCConse,cm.CNCInte,cm.SMCAUSv,cm.SMCAUSvp,cm.SMCAUSr,cm.SMCAUSlsa,cm.SMCAUSwn,cm.SYNLE,cm.SYNMEDpos,cm.SYNMEDwrd,cm.SYNMEDlem,cm.SYNSTRUTa,cm.SYNSTRUTt,cm.DRNP,cm.DRVP,cm.DRAP,cm.DRPP,cm.DRPVAL,cm.DRNEG,cm.DRGERUND,cm.DRINF,cm.WRDNOUN,cm.WRDVERB,cm.WRDADJ,cm.WRDADV,cm.WRDPRO,cm.WRDPRP1s,cm.WRDPRP1p,cm.WRDPRP2,cm.WRDPRP3s,cm.WRDPRP3p,cm.WRDFRQc,cm.WRDFRQa,cm.WRDFRQmc,cm.WRDAOAc,cm.WRDFAMc,cm.WRDCNCc,cm.WRDIMGc,cm.WRDMEAc,cm.RDFRE,cm.RDFKGL,cm.RDL2,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler, add.greeting, add.compliment, add.ners
16,3,3,0,0,3,1,2,1,4,5,1,1,2,0,3,7,2,0,3,1,3,4,0,0,4,4,3,0,0,0,0,16,3,2,1,4,1,1,5,0,2,1,0,1,4,0,1,1,5,7,4,3,5,3,6,1,1,1,0,0,0,1,0,1,1,36,1.0,0.0,32.0,0.0,1.8333333333333333,1.0555973258234952,4.59375,2.892440308372845,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.90625,95.57333333333334,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,6,5,2,3,0,0,0,0,0,0,6.573885767586721,1.8831050986971898,6.354756242000496,309.5,600.7272727272727,328.45454545454544,358.6363636363636,348.1,24.105000000000018,17.350000000000005,0,0,2,1
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,4,8,4.0,0.0,1.0,1.7320508075688772,1.75,1.3887301496588271,5.75,3.897114317029974,0,0,-1,0,0,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1,1.0,1.0,1.0,0.8157378651666527,0.8157378651666527,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.625,1.890850371872286,6.625,0,632.0,201.0,217.0,260.0,-5.679999999999978,14.3,152.08575056190682,0,0,0
13,3,3,0,0,3,0,3,0,2,4,1,2,2,0,0,6,2,0,1,0,2,4,0,0,2,2,1,1,0,1,0,11,2,0,2,1,0,1,6,0,2,1,0,1,3,1,1,0,4,5,3,3,4,2,3,1,0,1,0,0,0,0,0,1,1,30,1.0,0.0,27.0,0.0,1.8,0.9965457582448797,4.555555555555555,2.8846122190549264,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.8888888888888888,68.03999999999998,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,2,1,0,0,0,1,0,0,6.436997249126024,1.8620621657169656,6.189420431851946,465.6666666666667,599.8,259.4,286.7,309.57142857142856,24.260384615384652,16.334615384615386,0,0,0,1
12,4,2,1,0,1,1,0,3,1,2,2,0,1,0,1,3,3,0,1,0,1,6,0,1,1,1,1,0,0,0,0,8,0,1,3,4,2,1,0,3,0,0,0,0,0,0,0,0,3,6,2,3,4,3,2,0,0,0,0,0,0,0,0,1,1,26,1.0,0.0,21.0,0.0,1.8461538461538463,1.0076629473115577,5.142857142857143,2.7823545062841033,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.9523809523809523,123.47999999999988,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,1,1,2,1,0,0,0,0,6.473672253014909,1.8677435291090132,6.473672253014909,315.0,583.2727272727273,303.6363636363636,336.45454545454544,356.27272727272725,12.291428571428611,16.761904761904763,0,0,0,2
25,8,7,0,0,7,4,3,5,7,11,3,5,5,0,2,12,5,0,0,0,2,10,0,0,3,5,4,1,0,0,1,19,3,5,1,5,0,2,7,4,3,2,0,0,4,2,1,0,8,9,4,8,4,1,2,0,1,0,0,1,2,5,0,1,2,72,2.0,0.0,32.0,15.0,2.0555555555555554,1.4329019986430265,5.359375,3.5547819355587764,1,1,-1,2,2,-1,0.03389830508474576,0.03389830508474576,0.03541938287701,0.027761317458757352,1,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.7948717948717948,0.78125,81.92000000000002,0.8504224270353302,3.0,1.0,6.0,1.0,0.0,1.0,11.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.0,6.0,-1,0.8642857142857143,1.0,1.0,0,0,1,2,0,0,2,0,0,1,14,10,9,6,1,0,0,0,0,0,6.24736651883184,1.8321600179656052,6.24736651883184,463.57142857142856,566.4736842105264,279.2368421052632,293.13157894736844,302.6969696969697,-8.839677419354814,22.193548387096772,95.46128202523728,0,2,0
22,9,8,0,0,8,5,4,5,7,9,2,3,5,0,1,12,2,0,1,0,2,10,0,0,1,2,2,0,0,0,0,13,2,3,1,3,0,1,6,2,1,1,0,0,2,1,0,0,6,7,5,6,2,1,3,0,0,0,0,0,0,4,0,1,3,67,3.0,0.0,19.333333333333332,4.0276819911981905,1.9701492537313432,1.4351660156711186,5.189655172413793,3.431381025645928,1,1,-1,1,1,-1,0.034278180619644036,0.024333760843607343,0.02507559824632995,0.025153650105692094,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8571428571428571,0.8275862068965517,94.192,0.8643866720091771,1.0,1.0,4.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.0,6.0,-1,0.816931216931217,1.0,1.0,0.7791193961850365,0.7791193961850365,1,3,0,0,2,0,0,0,17,10,3,5,1,0,0,0,0,0,6.419589896678484,1.859354236639475,6.3069655125262285,484.3333333333333,557.9333333333333,289.2,293.1333333333333,294.75,7.960526315789508,16.869122807017543,144.56921228192874,0,1,1
34,10,8,0,0,7,7,1,9,10,15,6,4,5,1,3,9,7,0,8,2,5,13,0,0,4,3,3,0,0,0,0,30,7,4,6,9,0,3,7,4,4,3,2,1,6,3,1,1,5,14,9,3,5,7,8,2,0,2,0,0,1,3,0,1,4,75,4.0,0.0,15.5,11.800423721205947,1.92,1.159683088117122,5.129032258064516,3.118539106737278,0,0,-1,1,1,-1,0.022670419011882426,0.0200625254406152,0.017508049012114054,0.01950175166024958,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9393939393939394,0.8709677419354839,134.54000000000002,0.909659791997179,2.0,2.0,3.0,1.0,0.0,1.0,15.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,5.0,0.5,0.0,8.0,-1,0.6868686868686869,0.9848484848484849,0.9696969696969697,0.7203749018647222,0.7203749018647222,1,3,0,0,2,0,0,2,15,11,4,3,2,0,0,0,0,0,6.505300434875099,1.8726172961208847,6.292011896026735,448.8,573.7586206896551,294.14285714285717,307.3448275862069,333.76,16.608709016393476,14.731270491803283,140.02950386998293,0,1,0
26,8,7,0,0,7,6,2,6,8,8,2,3,5,0,2,13,2,0,4,1,1,8,0,0,3,3,3,0,0,0,0,18,2,2,2,3,0,2,7,1,2,1,0,1,1,0,0,0,6,7,2,10,6,5,7,0,0,0,0,0,0,5,0,1,4,68,4.0,0.0,14.75,7.119515432949071,2.1029411764705883,1.556303560558656,5.372881355932203,3.5933002869263904,1,1,-1,1,1,-1,0.019230769230769232,0.03330866937632457,0.022807250221043324,0.029747198562886545,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9714285714285714,0.8813559322033898,139.23999999999998,0.9043898466212278,2.0,0.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,-1,0.8396761133603239,1.0,1.0,0.8264269436130653,0.8264269436130653,1,3,0,0,2,0,0,0,17,10,6,2,0,0,0,0,0,0,6.32508495200792,1.8445234656708842,6.217880122312871,473.25,573.1,305.6896551724138,318.8,324.59090909090907,-1.7125211864406538,17.162500000000005,144.70538139802295,0,1,2
18,5,5,0,0,5,3,2,3,5,9,2,3,5,0,1,10,1,0,2,0,2,5,0,0,0,1,1,0,0,0,0,12,3,4,0,3,0,2,4,0,3,3,0,0,3,1,0,0,6,7,4,7,2,1,3,0,0,0,0,0,0,3,0,1,2,63,2.0,0.0,26.5,10.5,2,1.616447718240974,5.188679245283019,3.675808748251218,1,1,-1,1,1,-1,0.020833333333333332,0.020833333333333332,0.02182539682539682,0.01706810568857664,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.7837837837837838,0.7735849056603774,54.435900243309014,0.8072443200792652,1.0,0.0,6.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,-1,0.7076923076923077,1.0,1.0,0,0,1,1,0,0,2,0,0,0,17,11,3,6,0,0,0,0,0,0,6.432055210759873,1.861294115602243,6.189336146202896,476.75,553.3,293.43333333333334,299.26666666666665,307.6363636363636,-5.224764150943372,20.571415094339624,93.49033412643529,0,1,1
9,3,3,0,0,3,1,2,1,4,4,2,1,3,0,1,2,1,0,1,1,1,4,0,0,1,3,3,0,0,0,0,7,2,0,0,1,0,2,1,0,2,2,1,0,2,0,1,0,3,5,4,0,1,1,2,1,0,1,0,0,0,1,0,1,4,35,4.0,0.0,6.5,4.5,2.142857142857143,1.5556889365251945,6.269230769230769,3.7780509047726256,0,0,-1,0,0,-1,0.015151515151515152,0.02142747821777417,0.007575757575757576,0.016939908920452953,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.9615384615384616,189.28000000000014,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-1,0.923076923076923,1.0,1.0,0.8412465123558934,0.8412465123558934,1,3,0,0,2,0,1,0,9,5,1,1,0,0,0,0,0,0,6.319705088595856,1.843672543873147,5.561340477964353,383.0,551.3333333333334,298.3333333333333,315.1666666666667,317.8,-19.46874999999997,17.527500000000007,130.8223876360525,0,2,3
15,4,4,0,0,4,3,1,3,4,7,2,3,3,0,1,9,1,0,1,0,2,4,0,0,0,1,1,0,0,0,0,9,2,3,0,2,0,1,4,0,2,2,0,0,3,1,0,0,5,6,3,7,2,1,2,0,0,0,0,0,0,3,0,1,2,47,2.0,0.0,20.0,4.0,2.0851063829787235,1.754866367190819,5.325,3.983638412306017,0,0,-1,0,0,-1,0.0,0.0,0.011494252873563218,0.016255328303139027,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8888888888888888,0.875,89.60000000000001,0.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,-1,0.7076923076923077,1.0,1.0,0,0,1,2,0,0,2,0,0,0,13,8,2,4,0,0,0,0,0,0,6.397657760511083,1.855931948460318,6.077774872485529,491.2857142857143,546.5,299.5,302.0416666666667,304.0,-5.92999999999995,19.054999999999996,89.92499104354117,0,1,0
17,3,3,0,0,3,3,0,3,3,10,5,4,4,1,1,9,2,0,2,0,2,5,0,0,2,3,2,1,0,1,0,19,4,3,2,1,0,2,8,1,2,1,0,1,3,1,1,0,5,10,6,5,5,4,4,0,1,2,0,0,0,3,0,1,1,36,1.0,0.0,32.0,0.0,1.8055555555555556,1.0090857090723109,4.4375,2.3971011138456384,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.90625,95.57333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,-1,0,0,0,0,0,0,1,0,0,2,0,0,0,9,6,1,3,1,0,0,2,0,0,6.560586611338759,1.8810800214182244,6.560586611338759,389.75,593.6,300.1333333333333,327.8666666666667,352.0,13.086250000000035,19.383750000000003,0,0,1,0
30,14,10,0,0,9,8,2,12,12,11,5,3,6,0,1,7,4,0,6,2,3,18,0,0,4,2,2,0,0,0,0,29,7,3,7,8,0,6,5,4,4,3,2,1,5,2,2,0,6,15,8,5,8,8,8,2,0,3,0,0,1,3,0,1,5,64,5.0,0.0,10.8,9.282241108697834,1.90625,1.01916165361069,5.037037037037037,2.873654035743826,0,1,-1,1,2,-1,0.031334688346883466,0.03988200761312603,0.01688170142570991,0.030545359120777802,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8888888888888888,0.8333333333333334,90.72000000000004,0.8611514271891624,0.0,3.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,4.0,2.0,5.0,1.0,0.0,5.0,-1,0.621875,1.0,1.0,0.7378290620058771,0.7378290620058771,1,3,0,0,2,0,0,3,13,9,3,2,3,0,0,0,0,0,6.417329101392405,1.859002003317789,6.293918926365628,468.3333333333333,587.3809523809524,243.1,255.38095238095238,295.6111111111111,22.198230769230804,12.746769230769232,141.59442900763878,0,1,2
9,3,3,0,0,3,1,2,1,4,4,2,1,3,0,1,2,1,0,1,1,1,4,0,0,1,3,3,0,0,0,0,7,2,0,0,1,0,2,1,0,2,2,1,0,2,0,1,0,3,5,4,0,1,1,2,1,0,1,0,0,0,1,0,1,4,35,4.0,0.0,6.5,4.5,2.142857142857143,1.5556889365251945,6.269230769230769,3.7780509047726256,0,0,-1,0,0,-1,0.015151515151515152,0.02142747821777417,0.007575757575757576,0.016939908920452953,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.9615384615384616,189.28000000000014,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-1,0.923076923076923,1.0,1.0,0.8412465123558934,0.8412465123558934,1,3,0,0,2,0,1,0,9,5,1,1,0,0,0,0,0,0,6.319705088595856,1.843672543873147,5.561340477964353,383.0,551.3333333333334,298.3333333333333,315.1666666666667,317.8,-19.46874999999997,17.527500000000007,130.8223876360525,0,2,3
46,19,13,0,0,13,10,4,15,15,12,3,3,8,0,2,21,5,0,7,1,3,17,0,0,5,6,5,1,0,0,1,34,5,5,4,10,3,2,13,2,4,2,0,2,5,2,0,1,10,14,6,15,9,6,11,0,0,2,0,0,1,5,0,1,5,127,5.0,0.0,22.2,13.196969349058897,1.968503937007874,1.3624033845110757,4.918918918918919,3.2718706530060806,0,0,-1,1,1,-1,0.02339544513457557,0.02164192503974911,0.027611637687466644,0.0230658586216355,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8769230769230769,0.7477477477477478,123.21000000000002,0.8686390138589407,2.0,2.0,8.0,1.0,0.0,3.0,16.0,6.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,0.6666666666666666,0.0,12.0,-1,0.8729411764705883,1.0,1.0,0.8335721871092876,0.8335721871092876,1,3,0,0,4,0,0,0,31,19,9,6,6,0,0,2,0,0,6.458264151484055,1.8653605744856514,6.167351351867657,468.0,561.1052631578947,288.28846153846155,304.8421052631579,310.0,5.956054054054107,17.943675675675674,144.2389573705222,0,1,2
9,3,3,0,0,3,1,2,1,4,4,2,1,3,0,1,2,1,0,1,1,1,4,0,0,1,3,3,0,0,0,0,7,2,0,0,1,0,2,1,0,2,2,1,0,2,0,1,0,3,5,4,0,1,1,2,1,0,1,0,0,0,1,0,1,4,35,4.0,0.0,6.5,4.5,2.142857142857143,1.5556889365251945,6.269230769230769,3.7780509047726256,0,0,-1,0,0,-1,0.015151515151515152,0.02142747821777417,0.007575757575757576,0.016939908920452953,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.9615384615384616,189.28000000000014,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-1,0.923076923076923,1.0,1.0,0.8412465123558934,0.8412465123558934,1,3,0,0,2,0,1,0,9,5,1,1,0,0,0,0,0,0,6.319705088595856,1.843672543873147,5.561340477964353,383.0,551.3333333333334,298.3333333333333,315.1666666666667,317.8,-19.46874999999997,17.527500000000007,130.8223876360525,0,2,3
26,7,7,0,0,6,5,2,5,6,10,4,3,4,0,2,15,6,0,2,0,2,9,0,0,2,3,2,0,0,0,0,25,6,2,1,1,0,6,13,1,3,2,0,0,9,5,1,2,4,10,2,9,5,3,2,0,1,4,0,0,1,3,0,1,1,64,1.0,0.0,60.0,0.0,2.078125,1.2383384605418435,4.916666666666667,3.094574104604524,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9310344827586207,0.8620689655172413,117.73999999999997,0.8972431077694242,2.0,0.0,3.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,15,7,4,3,1,0,0,2,0,0,6.523089121180107,1.8753480553268056,6.065328481097294,434.375,584.0,306.1333333333333,317.7741935483871,336.9166666666667,-33.72118644067794,32.620000000000005,0,0,1,1
41,19,13,0,0,12,10,4,15,13,10,2,3,9,0,1,19,5,0,4,0,2,17,0,0,3,5,4,1,1,0,1,29,4,4,4,9,2,4,11,3,4,2,0,2,6,4,0,1,8,13,5,16,10,5,10,0,0,3,0,0,1,6,0,1,4,111,4.0,0.0,24.25,14.972892172189045,2.036036036036036,1.4329113905734203,5.0,3.3644594853952365,1,1,-1,1,1,-1,0.028461098398169335,0.03780156347733657,0.024648095992489585,0.02965221687261807,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9056603773584906,0.78125,122.88000000000002,0.8837385190879972,2.0,2.0,7.0,1.0,0.0,3.0,12.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,4.0,0.6666666666666666,0.0,12.0,-1,0.8355534709193246,0.9939024390243902,0.9939024390243902,0.8343154305861106,0.8343154305861106,1,2,0,0,2,0,0,0,25,16,8,4,7,0,0,2,0,0,6.448930446595069,1.863914294824332,6.113048652501576,465.77777777777777,564.76,291.04347826086956,302.78,307.44444444444446,-1.90801020408162,19.611938775510207,143.343310285646,0,2,2
5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,12,1.0,0.0,11.0,0.0,2.5,1.5666989036012806,6.181818181818182,3.7372372347444482,0,0,-1,0,0,-1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0.75,1.0,1.0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6.338097650816145,1.8465786683472853,6.338097650816145,406.0,565.5,329.5,319.0,217.0,-27.366363636363587,19.80909090909091,95.7054583363725,0,0,4
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1.0,0.0,7.0,0.0,1.6,0.9660917830792959,4.0,2.32992949004287,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6.134438731650607,1.8139185876942299,6.134438731650607,486.0,511.0,498.0,437.0,0,42.61571428571432,9.054285714285715,0,0,0,0
27,6,5,0,0,5,4,1,5,9,5,2,0,3,1,0,14,5,0,5,3,3,7,0,0,1,2,1,1,0,0,0,23,0,1,2,7,1,2,13,2,1,1,0,0,2,0,0,0,3,9,3,9,2,2,4,1,0,0,0,0,0,3,0,1,1,54,1.0,0.0,49.0,0.0,2.1481481481481484,1.4328676538630747,5.061224489795919,3.413108961978657,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.8367346938775511,84.03500000000003,0.8527554638876833,4.0,1.0,4.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,2,11,6,2,2,1,0,0,0,0,0,6.526065963665539,1.8758043059449823,5.993325884998965,389.5,585.4090909090909,301.72727272727275,318.90909090909093,345.4761904761905,-37.99795918367343,30.732244897959188,0,0,0,3
28,11,6,0,0,5,6,0,11,6,6,2,1,3,0,4,13,7,0,2,0,3,12,0,0,3,4,3,1,0,0,1,22,2,2,3,3,0,2,10,2,3,0,1,1,5,1,1,4,3,4,1,6,6,2,4,0,0,1,1,0,0,3,0,1,3,72,3.0,0.0,20.666666666666668,14.055445761538676,1.7361111111111112,1.06139763765844,4.419354838709677,2.8315525611133467,0,0,-1,1,1,-1,0.016835016835016835,0.017002533566266124,0.025079318829318832,0.02196290323339235,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9,0.819672131147541,94.71636363636367,0.8695609891636569,2.0,1.0,6.0,0.0,0.0,3.0,20.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.0,7.0,-1,0.94375,1.0,1.0,0.6740202495610745,0.6740202495610745,1,3,0,0,0,0,0,2,11,9,2,8,5,0,0,0,0,0,6.4181649616979,1.859132245333027,6.312949142653673,417.3333333333333,581.1851851851852,279.84615384615387,292.962962962963,309.7916666666667,29.478633879781455,14.199016393442626,137.34781406150898,0,1,2
28,11,6,0,0,5,6,0,11,6,6,2,1,3,0,4,13,7,0,2,0,3,12,0,0,3,4,3,1,0,0,1,22,2,2,3,3,0,2,10,2,3,0,1,1,5,1,1,4,3,4,1,6,6,2,4,0,0,1,1,0,0,3,0,1,3,72,3.0,0.0,20.666666666666668,14.055445761538676,1.7361111111111112,1.06139763765844,4.419354838709677,2.8315525611133467,0,0,-1,1,1,-1,0.016835016835016835,0.017002533566266124,0.025079318829318832,0.02196290323339235,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9,0.819672131147541,94.71636363636367,0.8695609891636569,2.0,1.0,6.0,0.0,0.0,3.0,20.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.0,7.0,-1,0.94375,1.0,1.0,0.6740202495610745,0.6740202495610745,1,3,0,0,0,0,0,2,11,9,2,8,5,0,0,0,0,0,6.4181649616979,1.859132245333027,6.312949142653673,417.3333333333333,581.1851851851852,279.84615384615387,292.962962962963,309.7916666666667,29.478633879781455,14.199016393442626,137.34781406150898,0,1,2
