cm.DESPC,cm.DESSC,cm.DESWC,cm.DESPL,cm.DESPLd,cm.DESSL,cm.DESSLd,cm.DESWLsy,cm.DESWLsyd,cm.DESWLlt,cm.DESWLltd,cm.CRFNO1,cm.CRFAO1,cm.CRFSO1,cm.CRFNOa,cm.CRFAOa,cm.CRFSOa,cm.CRFCWO1,cm.CRFCWO1d,cm.CRFCWOa,cm.CRFCWOad,cm.CRFANP1,cm.CRFANPa,cm.LSASS1,cm.LSASS1d,cm.LSASSp,cm.LSASSpd,cm.LSAPP1,cm.LSAPP1d,cm.LSAGN,cm.LSAGNd,cm.LDTTRc,cm.LDTTRa,cm.LDMTLDa,cm.LDVOCDa,cm.CNCAll,cm.CNCCaus,cm.CNCLogic,cm.CNCADC,cm.CNCTemp,cm.CNCAdd,cm.CNCPos,cm.CNCNeg,cm.CNCAlter,cm.CNCConclu,cm.CNCExpli,cm.CNCConce,cm.CNCCondi,cm.CNCConfor,cm.CNCFinal,cm.CNCProp,cm.CNCComp,cm.CNCConse,cm.CNCInte,cm.SMCAUSv,cm.SMCAUSvp,cm.SMCAUSr,cm.SMCAUSlsa,cm.SMCAUSwn,cm.SYNLE,cm.SYNMEDpos,cm.SYNMEDwrd,cm.SYNMEDlem,cm.SYNSTRUTa,cm.SYNSTRUTt,cm.DRNP,cm.DRVP,cm.DRAP,cm.DRPP,cm.DRPVAL,cm.DRNEG,cm.DRGERUND,cm.DRINF,cm.WRDNOUN,cm.WRDVERB,cm.WRDADJ,cm.WRDADV,cm.WRDPRO,cm.WRDPRP1s,cm.WRDPRP1p,cm.WRDPRP2,cm.WRDPRP3s,cm.WRDPRP3p,cm.WRDFRQc,cm.WRDFRQa,cm.WRDFRQmc,cm.WRDAOAc,cm.WRDFAMc,cm.WRDCNCc,cm.WRDIMGc,cm.WRDMEAc,cm.RDFRE,cm.RDFKGL,cm.RDL2,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler, add.greeting, add.compliment, add.ners
14,4,3,0,0,2,3,0,4,4,6,3,0,4,1,1,5,3,0,3,1,4,5,0,0,2,3,3,1,0,1,0,12,0,2,3,4,1,1,3,2,1,0,1,1,2,0,1,1,2,3,2,2,1,2,1,0,0,2,1,0,0,1,0,1,2,27,2.0,0.0,12.0,5.0,1.7777777777777777,0.9740215340114143,4.458333333333333,2.95774642065355,0,0,-1,0,0,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9166666666666666,0.9583333333333334,161.28000000000014,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,-1,0.75,1.0,1.0,0,0,2,0,0,0,0,0,0,1,6,4,1,1,1,0,0,1,0,0,6.476048054329761,1.8681104561599642,5.936377383135614,383.0,546.9,296.3333333333333,302.4,351.5,36.03,11.215,86.7852597925263,0,0,1
8,1,1,0,0,1,1,0,1,2,5,3,3,1,1,0,2,1,0,2,1,1,3,0,0,2,1,0,1,1,0,0,5,1,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,1,5,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,15,1.0,0.0,13.0,0.0,1.7333333333333334,0.7988086367179803,4.384615384615385,1.9821690348807885,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,6.651429220100778,1.8948317518916067,6.651429220100778,383.0,578.4444444444445,319.6666666666667,371.44444444444446,394.22222222222223,37.455384615384645,11.264615384615386,0,0,0,0
58,28,22,1,0,14,20,5,22,13,14,7,0,12,1,2,21,11,0,5,0,4,36,1,0,9,12,10,2,0,2,1,49,9,5,12,13,1,7,16,11,5,2,2,0,5,2,1,0,7,21,5,14,15,5,9,1,0,1,3,0,1,6,0,1,6,155,6.0,0.0,21.833333333333332,16.344384016808004,1.7741935483870968,1.2143534814378325,4.435114503816794,3.3180037147373738,1,1,-1,3,3,-1,0.046094926094926096,0.04268679151658178,0.03974855149091561,0.03780487614432085,1,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8115942028985508,0.7016129032258065,90.10178275290215,0.8519503002043429,0.0,4.0,15.0,0.0,0.0,5.0,23.0,5.0,0.0,1.0,4.0,4.0,5.0,0.0,4.0,0.0,4.0,4.0,9.0,0.0,4.0,4.0,0.0,16.0,-1,0.9547049441786284,0.9894736842105264,0.9894736842105264,0.7306060135616025,0.7306060135616025,1,1,1,1,0,0,5,3,28,20,9,12,6,0,0,0,1,1,6.504112175380497,1.872434619234002,5.970988226578816,425.1666666666667,571.3731343283582,269.17241379310343,297.4029850746269,317.59574468085106,21.930104166666695,15.500312500000003,134.7518638285282,0,0,4
3,1,1,0,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,2,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9,1.0,0.0,8.0,0.0,1.6666666666666667,0.7071067811865476,4.125,2.2043990110685496,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.645582304143504,1.8939523187462797,6.645582304143504,0,572.75,334.25,395.5,396.25,50.66500000000002,8.180000000000003,0,0,0,0
47,17,12,3,0,8,8,2,12,8,10,3,5,3,1,3,22,7,1,1,2,2,17,1,0,4,5,4,2,0,1,1,35,4,3,8,8,4,3,16,5,3,2,0,2,5,4,2,1,11,21,10,15,6,1,1,0,0,4,1,0,1,4,0,1,3,109,3.0,0.0,31.0,27.53179979587241,1.853211009174312,1.2607000412277893,4.559139784946237,3.29699232632031,0,0,-1,0,0,-1,0.0,0.0,0.01532567049808429,0.02167377107085203,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9772727272727273,0.7752808988764045,110.894,0.857436061900075,2.0,4.0,4.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,4.0,4.0,5.0,2.0,6.0,1.3333333333333333,0.0,11.0,-1,1.0,1.0,1.0,0.5361780523777172,0.5361780523777172,1,0,1,1,1,0,0,0,21,11,5,7,5,0,0,0,0,0,6.459577894405821,1.8655639742364192,5.858686927484349,336.8888888888889,582.0487804878048,296.71794871794873,316.9024390243902,335.7567567567568,6.846666666666692,19.84,117.93107490385829,0,0,2
27,8,6,0,0,5,3,4,4,3,8,4,0,6,0,0,9,4,2,3,0,2,9,0,0,3,7,6,3,0,2,1,12,3,2,2,1,2,2,4,3,0,0,0,0,3,3,0,0,7,13,6,7,3,3,2,2,0,3,0,0,2,1,0,1,3,63,3.0,0.0,18.333333333333332,10.402991022884823,1.8571428571428572,1.0754915283951658,4.8545454545454545,2.6861136631889293,2,2,-1,2,2,-1,0.034366925064599485,0.012144702842377262,0.03806279852791481,0.011209289275720132,2,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.7142857142857143,0.8545454545454545,105.87499999999997,0.8895622895622897,2.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,-1,0.8545454545454545,1.0,1.0,0.5355948184496614,0.5355948184496614,1,2,0,0,0,0,0,0,15,8,9,3,3,0,0,0,0,1,6.310898764916018,1.8422781014206813,6.0727516417116405,370.2,559.78125,295.1666666666667,312.78125,311.5416666666667,13.318427672955977,15.79056603773585,124.44361064020593,0,0,0
13,7,4,0,0,3,4,0,7,3,3,3,0,3,0,0,2,4,2,3,0,1,5,0,0,3,3,3,0,0,0,0,9,1,2,3,2,1,1,2,3,0,0,0,0,1,1,0,0,0,3,4,1,2,0,2,2,0,2,0,0,0,1,0,1,3,40,3.0,0.0,11.333333333333334,7.717224601860151,1.8,1.0907536796837267,4.617647058823529,2.849300284407848,0,0,-1,0,0,-1,0.016666666666666666,0.016666666666666666,0.011111111111111112,0.01571348402636772,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8695652173913043,0.9705882352941176,323.67999999999995,0.0,1.0,1.0,3.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,-1,1.0,1.0,1.0,0.58686408014146,0.58686408014146,0,2,0,0,0,0,0,0,8,6,3,6,2,0,0,1,0,0,6.266755743466212,1.8352587954496766,6.070919626482893,352.75,555.3157894736842,301.29411764705884,308.7894736842105,324.2,24.164583333333354,12.53875,126.62155960320497,0,0,0
11,3,3,0,0,3,1,3,0,2,2,1,1,1,0,0,6,1,0,0,0,1,5,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,1,1,0,3,1,1,1,1,4,2,3,2,1,3,0,0,1,0,0,0,0,0,1,2,26,2.0,0.0,12.0,3.0,2.1923076923076925,1.3861956793824102,5.583333333333333,3.290347837066605,0,0,-1,0,0,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1,0.8,1.0,1.0,0,0,1,1,0,0,1,0,0,0,7,2,2,2,0,0,0,0,0,0,6.553562166886354,1.880008744091272,5.69874971033596,453.6666666666667,583.8461538461538,269.7692307692308,291.46153846153845,297.8,3.8929347826087337,15.573260869565217,81.50873731800999,0,0,0
6,3,3,0,0,3,2,2,1,2,3,1,1,1,0,1,0,1,0,1,0,0,4,0,0,1,2,2,0,0,0,0,3,0,1,1,0,0,1,1,0,2,2,0,0,1,0,1,0,0,1,1,0,3,3,3,0,0,1,0,0,0,1,0,1,2,18,2.0,0.0,8.5,3.5,2.2777777777777777,1.487420014875958,5.647058823529412,3.288861352586909,0,0,-1,0,0,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9230769230769231,0.9411764705882353,80.91999999999999,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,-1,1.0,1.0,1.0,0,0,0,2,0,0,0,0,0,1,3,5,2,3,0,0,0,0,0,0,6.456514868541261,1.865089678181382,6.456514868541261,0,583.0,265.5,287.0,303.75,-5.8277941176470165,16.183823529411768,98.33491265595869,0,1,0
2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,9,1.0,0.0,8.0,0.0,2.111111111111111,1.3642254619787417,5.625,2.9553976043842223,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,6.176289651269414,1.8207177111158328,6.176289651269414,0,542.5,222.0,275.5,287.0,-2.2099999999999795,15.555000000000003,0,0,0,0
8,5,5,0,0,5,2,4,1,4,3,1,2,2,0,0,2,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,6,0,0,0,1,1,3,2,0,1,0,0,1,2,0,1,1,1,4,3,1,2,3,2,0,0,1,0,0,0,0,0,1,2,20,2.0,0.0,9.0,4.0,1.95,1.234376040972246,4.944444444444445,2.9339435392246433,0,0,-1,0,0,-1,0.05555555555555555,0.0,0.05555555555555555,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.8888888888888888,45.359999999999985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,-1,1.0,1.0,1.0,0,0,0,2,0,0,0,0,0,0,5,4,1,1,1,0,0,0,0,0,6.439698868448367,1.862481779465293,6.439698868448367,386.0,613.8333333333334,249.0,255.33333333333334,260.0,23.80000000000004,12.175555555555558,100.86318004056265,0,1,0
5,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,4,1,0,2,0,2,2,0,0,2,1,1,0,0,0,0,3,1,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,0,2,2,2,0,0,0,0,0,0,0,0,1,2,14,2.0,0.0,6.0,1.0,1.8571428571428572,1.167320591199077,5.083333333333333,2.628635049264584,0,0,-1,0,0,-1,0.08333333333333333,0.0,0.08333333333333333,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.8333333333333334,20.160000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0.8333333333333334,1.0,1.0,0,0,0,2,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,6.638713775383499,1.8929182361978412,6.638713775383499,0,603.5,305.0,323.5,408.0,31.545000000000016,10.350000000000001,106.73313938239058,0,0,0
21,7,5,0,0,4,5,1,6,3,12,6,1,8,1,2,5,5,0,3,0,2,6,0,0,5,6,5,1,0,0,0,18,1,3,2,3,0,6,5,4,3,1,0,3,7,1,4,2,4,9,7,2,4,3,4,1,0,4,0,0,1,1,0,1,3,50,3.0,0.0,13.666666666666666,13.123346456686352,1.82,1.1008345628176277,4.878048780487805,2.9482952656120145,1,1,-1,1,1,-1,0.038461538461538464,0.038461538461538464,0.025641025641025644,0.03626188621469475,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.7727272727272727,0.8048780487804879,58.83500000000002,0.0,3.0,0.0,4.0,2.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-1,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.5311509549664886,0.5311509549664886,1,1,0,0,0,0,3,5,8,10,3,1,1,0,0,0,0,0,6.542377786692647,1.8783006753382765,6.382807596773314,383.0,569.875,276.54545454545456,303.4166666666667,316.8636363636364,25.82674796747969,13.052195121951218,131.26982928537313,0,1,2
7,1,1,0,0,1,1,0,1,1,3,0,1,1,0,1,5,2,0,1,0,3,3,0,0,1,1,0,1,0,0,0,7,0,1,1,0,0,1,4,1,0,0,0,0,1,0,0,1,2,4,1,3,2,1,2,0,0,0,0,0,0,1,0,1,1,15,1.0,0.0,14.0,0.0,2,1.0690449676496976,5.071428571428571,3.17274747350183,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,6.254284936508846,1.8332668186803716,6.254284936508846,376.6666666666667,584.6666666666666,336.8888888888889,349.3333333333333,349.85714285714283,11.339285714285722,15.15571428571429,0,0,0,0
6,2,2,0,0,2,2,0,2,2,5,1,0,2,1,1,4,2,0,1,0,3,4,0,0,1,1,0,1,0,0,0,5,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,1,2,4,2,1,1,0,1,0,0,1,0,0,0,1,0,1,1,13,1.0,0.0,12.0,0.0,2.1538461538461537,1.281025230440697,5.416666666666667,3.4751099103321743,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,6.648663768176347,1.894415897360857,6.094608454161652,486.0,555.3333333333334,357.3333333333333,370.1666666666667,381.0,-2.7450000000000045,16.62333333333334,0,0,0,0
6,2,2,0,0,2,1,1,1,3,4,0,2,1,0,2,3,2,0,1,0,4,4,0,0,1,2,1,1,0,0,0,5,0,1,2,1,1,2,2,1,0,0,0,0,1,0,0,1,4,6,2,2,1,0,1,0,0,0,0,0,0,1,0,1,1,15,1.0,0.0,14.0,0.0,2,1.1952286093343936,5.0,3.3166247903554,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,3,0,0,0,0,0,0,6.6411608335500825,1.893286772538182,6.1667922025822195,0,584.1428571428571,279.57142857142856,301.85714285714283,312.8333333333333,11.339285714285722,15.15571428571429,0,0,0,1
6,2,2,0,0,2,1,1,1,2,4,1,2,1,0,1,3,2,0,0,0,3,4,0,0,1,1,0,1,0,0,0,4,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,1,2,4,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,14,1.0,0.0,13.0,0.0,2,1.2403473458920846,4.923076923076923,3.4297687399396857,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,6.640660520182628,1.8932114344720588,6.129840480168578,486.0,570.5714285714286,318.85714285714283,329.57142857142856,314.0,11.424615384615407,14.895384615384618,0,0,0,0
4,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9,1.0,0.0,8.0,0.0,2,1.5,5.25,3.8649062084350767,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,6.640242379833474,1.8931484658090936,5.8102120823542895,486.0,570.0,313.25,316.25,260.0,8.365000000000009,14.080000000000002,0,0,0,0
5,1,1,0,0,1,0,1,0,1,3,2,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,9,1.0,0.0,8.0,0.0,2.3333333333333335,1.6583123951777,6.25,3.8649062084350767,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,6.632636540775976,1.8920023934406944,5.803556973178979,0,586.5,272.25,286.5,314.0,-23.359999999999985,18.505,0,0,0,0
5,0,0,0,0,0,0,0,0,0,4,2,1,1,1,0,2,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5,2,1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,10,1.0,0.0,8.0,0.0,1.8,1.1352924243950935,5.125,2.315032397181517,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,6.51598408218236,1.8742582478550407,6.51598408218236,0,588.75,271.0,271.75,330.0,29.515000000000015,11.130000000000003,0,0,0,0
6,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,3,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0,1,1,14,1.0,0.0,12.0,0.0,2.0714285714285716,1.4392458342578487,5.75,3.722118572354549,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,6.5558614976633205,1.8803595346156126,6.009539706191377,486.0,546.1428571428571,334.85714285714283,354.14285714285717,363.6,-2.7450000000000045,16.62333333333334,0,0,0,0
3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,10,1.0,0.0,8.0,0.0,2.1,1.286683937707919,6.0,2.9154759474226504,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,6.635357736423701,1.8924125828979745,5.805938019370737,0,584.0,249.66666666666666,305.75,377.3333333333333,-2.2099999999999795,15.555000000000003,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1.0,0.0,2.0,0.0,3,2.0,10.0,2.0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.648511376010086,1.8943929763773224,6.648511376010086,0,568.0,0,359.0,0,-133.59499999999997,32.39,0,0,0,0
2,1,1,0,0,1,0,1,0,1,3,0,2,0,0,0,0,1,0,0,0,2,3,0,0,0,2,1,1,0,0,0,4,1,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,10,1.0,0.0,8.0,0.0,2.3,1.70293863659264,7.125,3.950870157319777,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,6.6441916442202995,1.89374303604009,5.695021409331685,0,598.5,237.0,235.0,260.0,-5.727142857142809,15.797142857142859,0,0,0,0
5,1,1,0,0,1,0,1,0,2,1,0,1,0,0,1,2,1,0,1,0,1,1,0,0,1,2,2,0,0,0,0,5,0,0,1,1,1,2,3,2,0,1,0,0,0,0,1,0,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,10,1.0,0.0,9.0,0.0,1.8,1.0327955589886446,4.666666666666667,2.6246692913372702,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.627520739010832,1.8912307884120332,6.627520739010832,0,603.6666666666666,260.0,291.0,330.6666666666667,40.09,9.655000000000001,0,0,0,1
